strategy,solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,detected_priority,complexity_level,risk_level,gt_weight_surplus_usd,gt_weight_surplus_percentage,gt_weight_gas_cost,gt_weight_protocol_fees,gt_weight_total_hops,gt_weight_protocols_count,gt_weight_estimated_execution_time,gt_weight_solver_reputation_score,gt_weight_solver_success_rate
Reputation-Trust,17545,68698,1642636,good_til_cancel,64,2.408007283748372,3,False,False,True,balanced,33.22,15.51,1.53,49.74,True,1,2,"native,stable",volatile,361.27,358.89,internal,0.972,1.87,43,True,0.825,telegram,1,0.36,0.1006,0.4,complex_defi,output,moderate,medium,0.1498,0.1264,0.1092,0.0818,0.0491,0.0264,0.1197,0.1592,0.1784
Reputation-Trust,11826,120906,1530535,immediate,63,2.350308695838992,2,False,True,True,maximize_output,23.0,26.59,11.94,38.46,True,3,1,native,"stable,volatile",7420.49,7420.55,dexscreener,0.937,2.06,43,False,0.897,mobile,1,3.95,0.0532,0.81,complex_defi,cost,moderate,high,0.1237,0.1,0.1106,0.045,0.0553,0.0532,0.1307,0.2298,0.1517
Reputation-Trust,16536,149859,1152825,fill_or_kill,54,2.7260883848135053,3,False,False,False,balanced,24.21,19.36,21.0,35.43,True,2,1,"stable,volatile,native",volatile,9324.01,9269.79,internal,0.883,1.08,54,False,0.801,web,4,10.51,0.1127,0.83,swap,output,moderate,high,0.1396,0.1013,0.1398,0.0742,0.0586,0.0573,0.1177,0.1817,0.1298
Gas-Optimized,34492,290008,5886618,good_til_cancel,56,2.1670039407846327,3,False,True,True,minimize_gas,19.04,55.29,8.26,17.41,True,1,1,volatile,volatile,906.29,889.8,dexscreener,0.94,0.71,30,False,0.787,web,0,1.29,0.142,0.49,limit_order,cost,moderate,medium,0.1111,0.0995,0.2839,0.136,0.0931,0.0685,0.0671,0.0909,0.0499
Gas-Optimized,24682,189274,3726193,immediate,45,2.1443819443200223,2,True,False,True,minimize_gas,15.17,57.72,5.84,21.27,True,1,1,volatile,volatile,506.8,506.91,internal,0.841,1.67,55,True,0.783,telegram,3,0.67,0.1326,0.75,limit_order,cost,moderate,medium,0.1504,0.1222,0.2741,0.1047,0.1211,0.0459,0.0648,0.0634,0.0534
Reputation-Trust,14362,46161,1060932,immediate,50,2.315588903481085,3,True,False,False,maximize_output,25.44,20.19,2.63,51.74,True,1,2,"stable,volatile","stable,volatile",6585.54,6539.97,dexscreener,0.953,1.25,63,False,0.928,web,3,11.83,0.1796,0.77,complex_defi,output,moderate,high,0.1473,0.0978,0.133,0.069,0.034,0.0564,0.0847,0.1937,0.1841
Reputation-Trust,16772,161629,529207,fill_or_kill,74,2.287176004329948,3,True,True,True,balanced,24.86,26.03,1.7,47.41,True,1,1,"stable,volatile",stable,3292.45,3330.49,coingecko,0.922,1.63,57,False,0.822,mobile,4,3.27,0.0994,0.77,limit_order,cost,moderate,medium,0.1297,0.1315,0.0859,0.0676,0.0619,0.0366,0.0769,0.2054,0.2045
Gas-Optimized,31097,134494,4381166,immediate,65,2.382078637206108,2,True,True,False,minimize_gas,24.22,65.4,12.36,-1.98,True,1,1,stable,stable,475.08,477.31,dexscreener,0.881,1.53,24,False,0.81,web,0,0.59,0.1242,0.44,swap,cost,moderate,medium,0.1302,0.1178,0.3059,0.0962,0.104,0.0477,0.0394,0.0797,0.0791
Reputation-Trust,11808,117675,893843,immediate,65,2.738887726537543,4,True,True,True,balanced,23.69,29.01,-5.55,52.84,True,2,2,stable,volatile,5207.22,5130.88,coingecko,0.973,1.03,61,False,0.831,telegram,2,2.05,0.0393,0.47,complex_defi,cost,complex,high,0.1092,0.1531,0.1166,0.0519,0.0644,0.0409,0.1213,0.2021,0.1405
Surplus-First,20279,298349,1743500,good_til_cancel,67,2.9501042609207024,3,False,False,True,maximize_output,73.62,10.54,8.04,7.8,False,2,2,volatile,native,20399.14,20059.93,internal,0.893,2.59,77,True,0.83,api,1,14.93,0.0732,0.58,complex_defi,output,moderate,high,0.2808,0.2562,0.0539,0.0292,0.0408,0.0351,0.0577,0.1247,0.1216
Reputation-Trust,11517,71266,319862,immediate,45,2.655011041073306,4,False,False,False,maximize_output,23.35,24.51,-0.02,52.16,True,2,1,"stable,volatile",volatile,484.86,491.19,internal,0.945,1.34,41,True,0.958,telegram,3,0.49,0.1015,0.35,swap,cost,moderate,medium,0.1299,0.1215,0.0997,0.075,0.0414,0.0548,0.1082,0.2065,0.163
Surplus-First,12317,203433,2826193,immediate,55,2.699429248478874,3,True,False,True,maximize_output,76.03,7.83,12.98,3.16,True,1,1,"stable,volatile","stable,volatile",43232.3,42860.39,internal,0.87,1.95,57,False,0.926,mobile,2,93.55,0.2164,0.72,limit_order,output,moderate,high,0.2701,0.2232,0.0845,0.0483,0.0331,0.0293,0.0787,0.1226,0.1102
Reputation-Trust,15190,99921,1414323,immediate,45,2.6318554998891317,2,True,False,False,maximize_output,20.73,24.39,18.09,36.79,True,1,1,"stable,volatile","stable,volatile",9276.06,9247.06,internal,0.882,1.3,49,False,0.91,telegram,1,12.12,0.1306,0.43,swap,cost,moderate,high,0.1357,0.1149,0.1274,0.086,0.0359,0.0312,0.0871,0.1645,0.2173
Gas-Optimized,35215,268246,5118173,immediate,52,2.000995879500599,3,False,False,True,minimize_gas,20.71,50.54,6.8,21.96,False,1,1,volatile,stable,447.62,448.72,dexscreener,0.822,1.81,24,False,0.873,web,3,0.36,0.0813,0.92,limit_order,cost,simple,medium,0.0884,0.1094,0.3478,0.107,0.084,0.049,0.0652,0.0672,0.082
Surplus-First,11167,226329,2931024,good_til_cancel,65,2.5684373363343758,4,True,True,False,maximize_output,70.43,6.9,10.58,12.09,False,1,2,volatile,"stable,volatile",35402.63,35094.77,coingecko,0.933,1.63,63,True,0.701,web,3,67.06,0.1894,0.4,complex_defi,output,complex,high,0.2702,0.244,0.0637,0.0494,0.0378,0.0395,0.0749,0.1271,0.0934
Reputation-Trust,14683,153973,387021,fill_or_kill,68,2.663701801874378,2,True,True,False,maximize_output,32.27,24.81,7.79,35.12,True,1,1,"stable,volatile,native",volatile,1366.35,1345.39,dexscreener,0.974,1.49,60,True,0.957,telegram,6,1.12,0.0817,0.52,swap,output,moderate,medium,0.1152,0.085,0.1268,0.0812,0.0487,0.0408,0.1184,0.207,0.1769
Surplus-First,28177,177239,1618253,good_til_cancel,52,2.5644079952503778,3,True,True,False,maximize_output,63.61,10.99,6.8,18.6,True,1,1,"native,stable",native,44931.31,44686.1,internal,0.872,2.97,72,True,0.762,web,4,124.08,0.2762,0.45,swap,output,moderate,high,0.2865,0.2021,0.0704,0.0431,0.0447,0.0471,0.0758,0.1093,0.121
Gas-Optimized,38867,122545,1196923,immediate,71,2.300247714730017,2,False,False,True,minimize_gas,26.96,61.27,7.65,4.12,True,1,1,native,stable,93.31,94.15,dexscreener,0.898,1.39,25,True,0.758,telegram,1,0.13,0.1362,0.42,limit_order,cost,simple,medium,0.1227,0.119,0.2944,0.1149,0.0761,0.0825,0.0689,0.0753,0.0462
Surplus-First,15741,183776,3289668,good_til_cancel,70,2.566325028587065,3,True,True,False,maximize_output,63.23,8.69,13.75,14.34,False,1,2,volatile,volatile,42590.3,43395.77,internal,0.933,2.71,51,True,0.761,web,0,101.0,0.2372,0.64,complex_defi,output,complex,high,0.2643,0.2292,0.0669,0.0448,0.0396,0.0443,0.0856,0.107,0.1183
Reputation-Trust,9493,88931,619580,fill_or_kill,50,2.7507785008107297,2,True,False,False,maximize_output,28.33,28.57,-4.24,47.34,True,1,2,"stable,volatile,native","stable,volatile",1842.11,1840.41,internal,0.923,1.81,46,True,0.875,telegram,6,1.74,0.0944,0.36,complex_defi,cost,moderate,medium,0.1202,0.0866,0.1547,0.0722,0.0538,0.0617,0.0954,0.162,0.1934
Reputation-Trust,17471,143925,1440560,good_til_cancel,47,2.7801028138690254,4,False,True,True,maximize_output,31.46,21.59,10.36,36.59,True,3,2,volatile,"stable,volatile",413.01,411.39,dexscreener,0.918,1.71,38,False,0.852,api,1,0.79,0.1907,0.72,complex_defi,output,complex,medium,0.116,0.1052,0.1036,0.0795,0.0426,0.0469,0.1031,0.2154,0.1877
Reputation-Trust,15845,104339,1661873,good_til_cancel,45,2.6238083224887325,2,True,True,True,balanced,27.17,17.04,11.73,44.06,True,3,2,stable,volatile,9356.19,9434.57,internal,0.921,2.37,36,True,0.869,mobile,1,4.3,0.046,0.62,complex_defi,output,complex,high,0.1427,0.1036,0.1009,0.0588,0.0655,0.0611,0.0822,0.2051,0.1801
Surplus-First,14470,185738,2387946,good_til_cancel,75,2.5069501311193654,3,True,False,False,maximize_output,79.24,9.24,10.09,1.43,True,1,2,volatile,volatile,43780.47,43211.0,dexscreener,0.959,2.27,33,False,0.824,mobile,2,128.03,0.2924,0.47,complex_defi,output,moderate,high,0.2897,0.2581,0.0843,0.0664,0.0262,0.0314,0.0576,0.0731,0.1132
Reputation-Trust,13449,178248,1251182,immediate,72,2.2372018255641595,4,True,True,False,maximize_output,31.6,18.15,1.29,48.96,True,2,2,"stable,volatile","stable,volatile",3652.51,3659.69,coingecko,0.907,1.86,36,False,0.845,web,2,2.44,0.0669,0.57,complex_defi,output,complex,high,0.1636,0.1382,0.1435,0.0586,0.0555,0.0529,0.0706,0.1619,0.1552
Reputation-Trust,18753,102018,1348287,immediate,72,2.211766111881633,3,True,False,False,balanced,33.29,26.77,-1.48,41.42,True,1,1,"stable,volatile",volatile,3702.68,3682.64,internal,0.974,1.56,55,False,0.846,telegram,1,3.92,0.1058,0.65,swap,output,moderate,medium,0.1536,0.137,0.137,0.0459,0.0586,0.0478,0.0987,0.1564,0.165
Surplus-First,28926,254251,3218422,immediate,73,2.603153760523964,3,True,False,True,maximize_output,79.88,8.57,5.31,6.24,False,2,1,native,native,11402.65,11579.62,dexscreener,0.927,2.92,47,False,0.748,api,4,9.21,0.0807,0.7,complex_defi,output,moderate,high,0.2486,0.2647,0.0668,0.0573,0.0303,0.0218,0.0876,0.1102,0.1127
Surplus-First,24375,252201,1109355,good_til_cancel,94,2.6888844682207984,3,False,True,False,maximize_output,79.63,12.89,12.57,-5.09,False,2,2,volatile,volatile,12017.39,12038.36,dexscreener,0.945,1.91,68,True,0.717,mobile,3,14.89,0.1239,0.43,complex_defi,output,moderate,high,0.2903,0.2026,0.0829,0.0496,0.0259,0.0208,0.094,0.136,0.0979
Reputation-Trust,17830,176560,1370546,fill_or_kill,68,2.439461330325371,3,True,True,True,maximize_output,32.37,16.17,3.15,48.31,True,3,1,"stable,volatile,native","stable,volatile",9898.08,9972.95,coingecko,0.92,1.11,44,False,0.872,web,5,13.79,0.1393,0.67,complex_defi,output,complex,high,0.1336,0.1274,0.1017,0.0683,0.0526,0.0415,0.1042,0.2143,0.1564
Reputation-Trust,14707,91137,1471197,good_til_cancel,56,2.235559108193616,3,True,False,False,maximize_output,30.84,23.11,2.35,43.7,True,2,2,volatile,"stable,volatile",7013.39,6988.72,coingecko,0.948,1.13,63,True,0.88,telegram,5,5.34,0.0761,0.59,complex_defi,output,moderate,high,0.1262,0.1441,0.1405,0.0543,0.0456,0.0313,0.0772,0.1695,0.2113
Surplus-First,25477,269650,979585,good_til_cancel,68,2.84534877445271,3,False,True,True,maximize_output,76.66,11.73,12.35,-0.74,True,1,2,stable,"stable,volatile",48010.27,48861.11,dexscreener,0.889,1.81,33,True,0.79,api,2,105.25,0.2192,0.39,complex_defi,output,moderate,high,0.3013,0.2244,0.081,0.042,0.021,0.024,0.07,0.1022,0.1341
Reputation-Trust,13246,135047,1221035,immediate,70,2.677429031392061,3,False,True,False,maximize_output,33.76,27.56,-3.86,42.53,True,3,2,"native,stable",stable,6825.38,6754.58,dexscreener,0.941,1.77,38,False,0.881,api,3,10.57,0.1549,0.69,complex_defi,output,complex,high,0.14,0.1091,0.0919,0.0839,0.0561,0.0364,0.0883,0.2308,0.1635
Surplus-First,14917,159900,3498625,good_til_cancel,54,2.979312583563916,3,False,True,True,maximize_output,78.8,8.79,10.83,1.59,False,2,2,native,volatile,35785.59,36266.56,dexscreener,0.968,1.99,79,False,0.758,api,5,104.89,0.2931,0.65,complex_defi,output,moderate,high,0.2854,0.2866,0.0683,0.0329,0.0357,0.0216,0.066,0.1104,0.0931
Reputation-Trust,9099,93489,374052,good_til_cancel,71,2.744606547240589,3,True,False,False,balanced,29.75,16.44,17.32,36.49,True,1,1,stable,volatile,7793.45,7766.76,coingecko,0.957,2.32,54,True,0.804,api,3,14.94,0.1917,0.44,swap,output,moderate,high,0.1448,0.1256,0.097,0.0818,0.0355,0.0312,0.1214,0.2176,0.1451
Gas-Optimized,40539,335357,5622631,good_til_cancel,54,2.233974129378613,3,False,False,True,minimize_gas,26.17,58.87,9.72,5.24,True,1,1,volatile,native,873.87,881.76,coingecko,0.819,0.8,58,False,0.793,api,0,0.78,0.0896,0.69,limit_order,cost,simple,medium,0.1493,0.074,0.3465,0.1294,0.0781,0.085,0.0349,0.0575,0.0453
Gas-Optimized,36922,92258,1955363,good_til_cancel,58,2.046007819917914,2,True,False,False,minimize_gas,17.03,50.32,14.06,18.58,True,1,1,native,volatile,855.22,832.13,dexscreener,0.832,1.15,52,False,0.833,telegram,3,0.38,0.0444,0.44,swap,cost,moderate,medium,0.1235,0.1264,0.2603,0.1294,0.0866,0.0844,0.0539,0.0591,0.0764
Gas-Optimized,40996,339097,4535454,immediate,47,2.0604352909282584,3,False,False,True,minimize_gas,27.67,67.3,14.5,-9.47,False,1,1,volatile,volatile,262.57,264.37,coingecko,0.8,1.4,20,False,0.904,mobile,0,0.07,0.0262,0.48,limit_order,cost,simple,medium,0.1555,0.0829,0.304,0.1137,0.0878,0.0774,0.0301,0.0802,0.0684
Gas-Optimized,40201,182711,1600118,immediate,55,2.295170143902648,3,True,True,False,minimize_gas,16.31,50.53,9.64,23.53,True,1,1,native,stable,837.76,845.67,internal,0.913,1.96,27,True,0.85,web,2,0.75,0.0891,0.96,swap,cost,moderate,medium,0.1308,0.0946,0.3098,0.1095,0.1231,0.0563,0.0427,0.0633,0.0699
Reputation-Trust,11578,45222,802553,fill_or_kill,48,2.242971026028109,3,True,True,False,balanced,27.41,18.07,11.89,42.63,True,3,1,native,volatile,4031.63,3992.69,internal,0.891,1.6,59,False,0.833,telegram,3,4.49,0.1115,0.77,complex_defi,output,complex,medium,0.1306,0.1126,0.1541,0.0667,0.0523,0.0468,0.0705,0.1883,0.1781
Gas-Optimized,24549,365821,1201323,immediate,48,2.0324712599155923,3,False,True,False,minimize_gas,22.36,66.48,7.67,3.49,True,1,1,volatile,native,902.2,876.29,internal,0.9,1.54,48,False,0.912,telegram,2,0.95,0.105,0.89,swap,cost,moderate,medium,0.1109,0.1206,0.3154,0.1395,0.1053,0.0503,0.0441,0.0708,0.0431
Gas-Optimized,31795,212358,3269904,immediate,42,2.3650948817414155,3,False,True,False,minimize_gas,23.02,58.13,9.26,9.6,True,1,1,stable,volatile,241.51,237.15,internal,0.823,0.82,46,True,0.779,telegram,0,0.22,0.0903,0.84,swap,cost,moderate,medium,0.1049,0.1323,0.3358,0.1087,0.0754,0.0564,0.0524,0.0704,0.0637
Reputation-Trust,10653,54925,1179980,fill_or_kill,54,2.6075025646527004,3,False,False,True,balanced,21.97,25.78,-0.13,52.39,True,2,2,"stable,volatile","stable,volatile",1531.4,1543.36,internal,0.901,1.32,41,True,0.946,api,6,3.05,0.1991,0.58,complex_defi,cost,moderate,medium,0.1454,0.09,0.11,0.0956,0.0523,0.0557,0.098,0.153,0.2
Surplus-First,10446,69456,384005,good_til_cancel,82,2.6989687040125707,4,True,True,False,maximize_output,66.63,7.16,12.33,13.88,False,1,1,volatile,stable,45577.36,45162.53,coingecko,0.956,2.07,55,True,0.905,api,0,31.51,0.0691,0.55,swap,output,complex,high,0.2969,0.2533,0.0473,0.0622,0.0336,0.0441,0.0508,0.1123,0.0995
Gas-Optimized,38486,347231,1808566,immediate,54,2.211536166999505,3,True,False,True,minimize_gas,20.75,60.5,10.86,7.89,True,1,1,stable,native,858.57,861.86,dexscreener,0.906,1.88,38,True,0.911,web,1,1.07,0.1247,0.5,limit_order,cost,moderate,medium,0.1312,0.1254,0.3417,0.1054,0.0772,0.0549,0.034,0.0842,0.046
Reputation-Trust,8795,74491,1271831,good_til_cancel,75,2.262537065574069,2,True,False,False,maximize_output,32.65,24.05,-0.09,43.39,True,1,1,"native,stable",native,1567.06,1539.81,coingecko,0.923,2.1,56,True,0.904,web,6,1.57,0.1003,0.78,swap,output,moderate,medium,0.1663,0.0841,0.1241,0.0536,0.058,0.0665,0.117,0.1689,0.1615
Gas-Optimized,20391,283421,4393147,good_til_cancel,55,2.4983746922123764,2,False,True,False,minimize_gas,20.68,61.26,6.62,11.43,False,1,1,native,stable,842.39,848.49,coingecko,0.848,1.31,28,False,0.788,telegram,0,1.17,0.1385,0.48,swap,cost,moderate,medium,0.1181,0.0814,0.3401,0.1309,0.0757,0.0507,0.0475,0.0855,0.0701
Reputation-Trust,8803,147990,749411,fill_or_kill,56,2.7634962118208257,3,False,False,False,balanced,21.16,16.33,18.01,44.49,True,3,1,volatile,native,8587.44,8664.99,coingecko,0.954,1.91,44,False,0.887,web,2,10.49,0.1222,0.68,complex_defi,output,moderate,high,0.1099,0.089,0.0932,0.1015,0.0661,0.0371,0.1218,0.2118,0.1696
Reputation-Trust,18367,146513,526698,fill_or_kill,61,2.546343166848652,3,True,True,False,balanced,25.84,21.45,-2.04,54.75,True,3,1,"native,stable","stable,volatile",6857.94,6852.82,dexscreener,0.926,1.44,37,True,0.884,api,4,4.84,0.0706,0.7,complex_defi,output,complex,high,0.1446,0.1017,0.131,0.0856,0.0506,0.0266,0.0935,0.1907,0.1757
Reputation-Trust,18773,121481,1543595,immediate,46,2.287149804991323,4,True,False,False,maximize_output,25.16,29.04,4.63,41.17,True,1,1,"native,stable",volatile,9581.24,9653.01,internal,0.891,1.38,55,False,0.923,telegram,4,10.47,0.1093,0.65,swap,cost,moderate,high,0.109,0.1372,0.1076,0.0451,0.0448,0.0374,0.1243,0.2023,0.1923
Gas-Optimized,34285,254074,5372908,immediate,70,2.083739696830428,2,True,True,True,minimize_gas,23.25,57.43,5.82,13.5,False,1,1,stable,native,250.86,248.71,dexscreener,0.891,0.82,55,False,0.853,mobile,3,0.34,0.1369,0.88,limit_order,cost,moderate,medium,0.1161,0.1401,0.3149,0.0992,0.0825,0.072,0.0365,0.0834,0.0553
Reputation-Trust,19872,154835,327235,fill_or_kill,49,2.275867117886957,2,False,True,True,balanced,34.08,29.54,-15.74,52.12,True,2,1,stable,"stable,volatile",9920.19,10007.17,internal,0.928,1.09,65,True,0.933,api,2,9.95,0.1003,0.73,complex_defi,output,moderate,high,0.1475,0.1171,0.1007,0.0996,0.0563,0.0291,0.1218,0.1954,0.1325
Reputation-Trust,11319,92245,685262,good_til_cancel,70,2.67744447970818,4,True,True,True,maximize_output,26.8,25.32,-4.11,51.99,True,2,2,"stable,volatile,native",native,5320.99,5394.9,coingecko,0.913,2.23,53,False,0.83,web,6,6.37,0.1198,0.37,complex_defi,output,complex,high,0.1163,0.108,0.0994,0.0841,0.0585,0.0504,0.1049,0.2083,0.1701
Reputation-Trust,17112,50169,1275341,good_til_cancel,45,2.758577200930348,2,True,True,False,maximize_output,29.25,25.21,8.82,36.71,True,1,2,volatile,stable,5852.65,5833.83,dexscreener,0.89,2.42,55,False,0.809,api,2,5.98,0.1022,0.62,complex_defi,output,moderate,high,0.131,0.1184,0.114,0.0865,0.0576,0.0391,0.075,0.1621,0.2163
Reputation-Trust,19057,126079,735280,immediate,65,2.7187655244342905,3,False,True,False,balanced,33.07,17.65,13.62,35.66,True,3,2,"stable,volatile,native",volatile,717.03,710.62,coingecko,0.892,2.25,31,False,0.907,mobile,3,1.11,0.1549,0.56,complex_defi,output,complex,medium,0.137,0.1111,0.1308,0.0569,0.0377,0.053,0.1165,0.1647,0.1923
Surplus-First,19018,284882,1377750,good_til_cancel,97,2.5557747021459845,3,True,False,False,maximize_output,75.68,7.52,11.16,5.65,True,2,1,"stable,volatile",volatile,4304.68,4356.23,coingecko,0.895,1.63,39,True,0.909,telegram,3,4.71,0.1095,0.52,swap,output,moderate,medium,0.269,0.2714,0.0668,0.0617,0.0424,0.0233,0.0579,0.1071,0.1004
Gas-Optimized,32334,351886,4002988,good_til_cancel,63,2.490068922634304,3,True,False,False,minimize_gas,27.52,51.57,13.48,7.43,False,1,1,native,native,278.84,279.36,internal,0.888,1.84,37,False,0.911,telegram,1,0.21,0.0768,0.74,swap,cost,moderate,medium,0.1475,0.0814,0.2785,0.1302,0.1105,0.0568,0.0579,0.0588,0.0784
Surplus-First,18192,139355,3425642,immediate,62,2.852821318820246,3,False,True,False,maximize_output,70.92,8.34,11.75,8.99,False,2,2,"stable,volatile",stable,18331.73,18311.2,internal,0.979,2.93,55,True,0.757,mobile,3,19.88,0.1084,0.59,complex_defi,output,moderate,high,0.2815,0.2276,0.0837,0.0434,0.0208,0.0418,0.0659,0.1346,0.1007
Reputation-Trust,17629,114932,1509699,fill_or_kill,46,2.3640297017330774,2,False,False,False,maximize_output,32.89,15.81,9.81,41.49,True,2,1,stable,volatile,9482.66,9416.25,coingecko,0.966,1.2,39,True,0.951,web,5,4.31,0.0455,0.47,complex_defi,output,simple,high,0.143,0.0951,0.1185,0.0751,0.0389,0.058,0.1079,0.2062,0.1573
Reputation-Trust,15627,89961,725417,good_til_cancel,68,2.3179419204487304,2,True,True,True,maximize_output,23.52,20.09,7.64,48.75,True,2,2,volatile,"stable,volatile",1938.74,1936.27,dexscreener,0.963,1.58,35,False,0.833,web,6,0.82,0.0421,0.48,complex_defi,output,complex,medium,0.1299,0.1135,0.1346,0.0773,0.0377,0.0265,0.1157,0.2028,0.162
Reputation-Trust,9814,89498,738447,fill_or_kill,60,2.597434143403838,2,True,False,False,maximize_output,26.57,22.95,15.22,35.26,True,1,1,"stable,volatile",native,2250.3,2250.67,coingecko,0.928,1.39,48,True,0.911,mobile,3,1.55,0.0689,0.53,swap,output,moderate,medium,0.1127,0.1137,0.1041,0.0894,0.0563,0.065,0.0976,0.1634,0.1978
Reputation-Trust,14715,178642,357197,fill_or_kill,68,2.67421945984473,4,True,False,True,balanced,24.79,26.09,2.39,46.74,True,2,2,native,stable,3740.21,3697.87,dexscreener,0.96,1.52,56,False,0.882,api,5,1.8,0.048,0.84,complex_defi,cost,complex,high,0.1623,0.113,0.1246,0.0568,0.0517,0.0417,0.0962,0.189,0.1647
Reputation-Trust,12508,67448,1736247,good_til_cancel,61,2.403931302063188,2,False,False,False,balanced,34.83,28.34,-10.42,47.25,True,3,1,"stable,volatile",stable,9827.57,9631.11,internal,0.927,1.26,60,False,0.814,api,1,11.68,0.1188,0.77,complex_defi,output,moderate,high,0.1665,0.1074,0.1005,0.1006,0.0571,0.0492,0.1127,0.1623,0.1437
Reputation-Trust,15198,142916,1769715,fill_or_kill,65,2.233288557751175,3,True,False,False,balanced,29.77,25.28,5.06,39.89,True,2,2,volatile,stable,279.13,282.49,dexscreener,0.91,1.45,45,True,0.856,web,1,0.41,0.1473,0.6,complex_defi,output,moderate,medium,0.1075,0.1291,0.1511,0.0722,0.0369,0.0383,0.0724,0.2273,0.1652
Gas-Optimized,38924,340684,837205,immediate,40,2.103667685980021,3,False,True,False,minimize_gas,20.98,50.68,14.29,14.06,True,1,1,native,volatile,714.85,702.36,dexscreener,0.876,0.96,60,False,0.764,web,3,0.88,0.1228,0.58,swap,cost,moderate,medium,0.0901,0.1234,0.2826,0.1331,0.1217,0.0636,0.0587,0.0651,0.0617
Gas-Optimized,17719,314451,3387490,good_til_cancel,48,2.466287262182732,2,False,True,True,minimize_gas,24.22,56.09,6.19,13.51,False,1,1,native,volatile,526.93,515.96,dexscreener,0.932,0.61,35,True,0.859,web,2,0.7,0.1329,0.44,limit_order,cost,moderate,medium,0.102,0.1053,0.3079,0.1181,0.1262,0.0789,0.0397,0.0558,0.0661
Reputation-Trust,16981,94598,698727,fill_or_kill,65,2.244181639648048,4,True,False,False,maximize_output,31.62,24.1,-2.51,46.79,True,1,2,"stable,volatile,native",native,8946.3,8780.89,coingecko,0.95,2.2,43,False,0.932,mobile,5,5.77,0.0644,0.77,complex_defi,output,moderate,high,0.1368,0.1331,0.1462,0.1037,0.0648,0.0264,0.0854,0.1721,0.1315
Surplus-First,13272,248957,1432248,good_til_cancel,85,2.7161093758654173,4,True,True,True,maximize_output,62.62,10.76,7.29,19.33,False,1,1,"stable,volatile","stable,volatile",9404.52,9267.01,internal,0.917,2.58,80,False,0.775,web,3,7.03,0.0747,0.38,limit_order,output,complex,high,0.2669,0.2215,0.0904,0.0342,0.0416,0.0273,0.0668,0.117,0.1343
